file_id,clean_id,condition,wer,wer_percent,reference,hypothesis
librispeech_19,librispeech_19,clean,0,0,"American schoolboys read with emotions of horror, of the Alba Jinses, driven, beaten, and killed, with a papal legate directing the butchery. And of the Faudoir, hunted and hounded like beasts, as the effect of a royal decree. And they yet shall read in the history of their own country, of scenes as terrible as these, in the exhibition of injustice and inhuman hate.","American schoolboys read with emotions of horror, of the Alba Jinses, driven, beaten, and killed, with a papal legate directing the butchery. And of the Faudoir, hunted and hounded like beasts, as the effect of a royal decree. And they yet shall read in the history of their own country, of scenes as terrible as these, in the exhibition of injustice and inhuman hate."
librispeech_2,librispeech_2,clean,0,0,"In 1862, a law was enacted with the purpose of suppressing plural marriage, and as had been predicted in the National Senate prior to its passage, it lay for many years at dead letter.","In 1862, a law was enacted with the purpose of suppressing plural marriage, and as had been predicted in the National Senate prior to its passage, it lay for many years at dead letter."
librispeech_20,librispeech_20,clean,0,0,"Soon thousands of converts had rented or purchased homes in Missouri, Independence, Jackson County, being their center. But from the first, they were unpopular among the Missourians.","Soon thousands of converts had rented or purchased homes in Missouri, Independence, Jackson County, being their center. But from the first, they were unpopular among the Missourians."
librispeech_3,librispeech_3,clean,0,0,but a word further concerning the expedition in general.,but a word further concerning the expedition in general.
librispeech_4,librispeech_4,clean,0,0,"It was through Floyd's advice that Buchanan ordered the military expedition to Utah, ostensibly, to install certain federal officials and to repress an alleged infantile rebellion, which in fact had never come into existence, but in reality to further the interests of the","It was through Floyd's advice that Buchanan ordered the military expedition to Utah, ostensibly, to install certain federal officials and to repress an alleged infantile rebellion, which in fact had never come into existence, but in reality to further the interests of the"
librispeech_5,librispeech_5,clean,0,0,"The people contested these measures one by one in the courts, presenting in case after case the different phases of the subject and urging the unconstitutionality of the measure.","The people contested these measures one by one in the courts, presenting in case after case the different phases of the subject and urging the unconstitutionality of the measure."
librispeech_6,librispeech_6,clean,0,0,"We believe in a literal resurrection and an actual hereafter, in which future states shall be recognized every sanctified and authorized relationship existing here on Earth, of parent and child, brother and sister, husband and wife.","We believe in a literal resurrection and an actual hereafter, in which future states shall be recognized every sanctified and authorized relationship existing here on Earth, of parent and child, brother and sister, husband and wife."
librispeech_7,librispeech_7,clean,0,0,"It has been my privilege to tread the soil of many lands, to observe the customs and study the habits of more nations than one. And I have yet to find the place and meet the people, where and with whom the purity of man and woman is held more precious than among the maligned Mormons and the mountain valleys of the West.","It has been my privilege to tread the soil of many lands, to observe the customs and study the habits of more nations than one. And I have yet to find the place and meet the people, where and with whom the purity of man and woman is held more precious than among the maligned Mormons and the mountain valleys of the West."
librispeech_8,librispeech_8,clean,0,0,"Moreover, had the people been inclined to rebellion, what greater opportunity could they have wished?","Moreover, had the people been inclined to rebellion, what greater opportunity could they have wished?"
librispeech_9,librispeech_9,clean,0,0,The army sounded people in poverty and left them in comparative wealth.,The army sounded people in poverty and left them in comparative wealth.
librispeech_10_noise0.0050,librispeech_10,adversarial,0.049180328,4.918032787,"then the church was disincorporated, and its property was both real and personal, confiscated, and exciated to the government of the United States. And although the personal property was soon restored, real estate of great value long lay in the hands of the court's receiver, and the Mormon church had to pay the national government high rental on its own property.","then the church was disincorporated and its property was both real and personal, confiscated and exciated to the government of the United States. And although the personal property was soon restored, real estate of great value long lay in the hands of the courts receiver, and the Mormon church had to pay the national government high rental on its own property."
librispeech_10_noise0.0100,librispeech_10,adversarial,0.081967213,8.196721311,"then the church was disincorporated, and its property was both real and personal, confiscated, and exciated to the government of the United States. And although the personal property was soon restored, real estate of great value long lay in the hands of the court's receiver, and the Mormon church had to pay the national government high rental on its own property.","then the church was disincorporated and its property was real and personal, confiscated and eschied to the government of the United States. And although the personal property was soon restored, real estate of great value long lay in the hands of the courts receiver, and the Mormon church had to pay the national government high rental on its own property."
librispeech_10_noise0.0200,librispeech_10,adversarial,0.081967213,8.196721311,"then the church was disincorporated, and its property was both real and personal, confiscated, and exciated to the government of the United States. And although the personal property was soon restored, real estate of great value long lay in the hands of the court's receiver, and the Mormon church had to pay the national government high rental on its own property.","Then the church was disincorporated and its property was real and personal, confiscated and exciated to the government of the United States. And although the personal property was soon restored, real estate of great value long lay in the hands of the courts receiver, and the Mormon church had to pay the national government high rental on its own property."
librispeech_10_noise0.0500,librispeech_10,adversarial,0.31147541,31.14754098,"then the church was disincorporated, and its property was both real and personal, confiscated, and exciated to the government of the United States. And although the personal property was soon restored, real estate of great value long lay in the hands of the court's receiver, and the Mormon church had to pay the national government high rental on its own property.","Then the church was disengluparated and its property was real and personal, confiscated and inshated to the government of the United States. And although the personal property was super stored, the U.S. gave value long-lain the hand that the courts received. And the Mormon church had to pay the national government high rental on its own property."
librispeech_11_noise0.0050,librispeech_11,adversarial,0,0,"And so the story of Mormonism runs on. Its finale has not yet been written. The current press presents continuously new stages of its progress, new developments of its plan.","And so the story of Mormonism runs on. Its finale has not yet been written. The current press presents continuously new stages of its progress, new developments of its plan."
librispeech_11_noise0.0100,librispeech_11,adversarial,0,0,"And so the story of Mormonism runs on. Its finale has not yet been written. The current press presents continuously new stages of its progress, new developments of its plan.","And so the story of Mormonism runs on. Its finale has not yet been written. The current press presents continuously new stages of its progress, new developments of its plan."
librispeech_11_noise0.0200,librispeech_11,adversarial,0,0,"And so the story of Mormonism runs on. Its finale has not yet been written. The current press presents continuously new stages of its progress, new developments of its plan.","And so the story of Mormonism runs on. Its finale has not yet been written. The current press presents continuously new stages of its progress, new developments of its plan."
librispeech_11_noise0.0500,librispeech_11,adversarial,0.133333333,13.33333333,"And so the story of Mormonism runs on. Its finale has not yet been written. The current press presents continuously new stages of its progress, new developments of its plan.","And so the story of momentism runs off. Its finale has not yet been living. The current press presents continuously new stages of its progress, new developments of its play."
librispeech_12_noise0.0050,librispeech_12,adversarial,0.166666667,16.66666667,"Before this travesty on the administration of law could be brought before the court of last resort, and they're met with the reversal and rebuke it deserved, men were imprisoned under sentence of many years' duration.",Before this travesty on the administration of law could be brought before the court of last resort and They're met with the reversal and rebuke it deserved Men were imprisoned under sentence of many years duration
librispeech_12_noise0.0100,librispeech_12,adversarial,0.166666667,16.66666667,"Before this travesty on the administration of law could be brought before the court of last resort, and they're met with the reversal and rebuke it deserved, men were imprisoned under sentence of many years' duration.",Before this travesty on the administration of law could be brought before the court of last resort and They're met with the reversal and rebuke it deserved Men were imprisoned under sentence of many years duration
librispeech_12_noise0.0200,librispeech_12,adversarial,0.111111111,11.11111111,"Before this travesty on the administration of law could be brought before the court of last resort, and they're met with the reversal and rebuke it deserved, men were imprisoned under sentence of many years' duration.",Before this travesty on the administration of law could be brought before the court of last resort and they're met with the reversal and rebuke it deserved then were imprisoned under sentence of many years duration.
librispeech_12_noise0.0500,librispeech_12,adversarial,0.277777778,27.77777778,"Before this travesty on the administration of law could be brought before the court of last resort, and they're met with the reversal and rebuke it deserved, men were imprisoned under sentence of many years' duration.","For this travesty of the administration of law could be taught before the court of last resort, and their met with the reversal in the view that deserve, then were imprisoned under sentence of many years' duration."
librispeech_13_noise0.0050,librispeech_13,adversarial,0.032258065,3.225806452,"What the Latter-day Saints call celestial marriage is characteristic of the church and is in very general practice. But of celestial marriage, plurality of wives was an incident, never an essential.","What the Latter-day Saints call celestial marriage is characteristic of the church and is in very general practice. But of celestial marriage, plurality of wives was an incident never an essential."
librispeech_13_noise0.0100,librispeech_13,adversarial,0,0,"What the Latter-day Saints call celestial marriage is characteristic of the church and is in very general practice. But of celestial marriage, plurality of wives was an incident, never an essential.","What the Latter-day Saints call celestial marriage is characteristic of the church and is in very general practice. But of celestial marriage, plurality of wives was an incident, never an essential."
librispeech_13_noise0.0200,librispeech_13,adversarial,0.032258065,3.225806452,"What the Latter-day Saints call celestial marriage is characteristic of the church and is in very general practice. But of celestial marriage, plurality of wives was an incident, never an essential.","What the Latter-day Saints call celestial marriage is characteristic of the church and is in very general practice. But of celestial marriage, plurality of wives was an incident never an essential."
librispeech_13_noise0.0500,librispeech_13,adversarial,0.193548387,19.35483871,"What the Latter-day Saints call celestial marriage is characteristic of the church and is in very general practice. But of celestial marriage, plurality of wives was an incident, never an essential.","What the latter decades calls celestial marriage, is characteristic of the Church, and is in very general practice. But of celestial marriage, morality of wives was an incident, never an essential."
librispeech_14_noise0.0050,librispeech_14,adversarial,0.060606061,6.060606061,Federal judges and United States attorneys in Utah who were not Mormons nor lovers of Mormonism refused to entertain complaints or prosecute cases under the law because of its manifest injustice and inadequacy.,Federal judges and United States attorneys in Utah who are not Mormons nor lovers of Mormonism refuse to entertain complaints or prosecute cases under the law because of its manifest injustice and inadequacy.
librispeech_14_noise0.0100,librispeech_14,adversarial,0.060606061,6.060606061,Federal judges and United States attorneys in Utah who were not Mormons nor lovers of Mormonism refused to entertain complaints or prosecute cases under the law because of its manifest injustice and inadequacy.,Federal judges and United States attorneys in Utah who are not Mormons nor lovers of Mormonism refuse to entertain complaints or prosecute cases under the law because of its manifest injustice and inadequacy.
librispeech_14_noise0.0200,librispeech_14,adversarial,0.121212121,12.12121212,Federal judges and United States attorneys in Utah who were not Mormons nor lovers of Mormonism refused to entertain complaints or prosecute cases under the law because of its manifest injustice and inadequacy.,Federal judges and United States attorneys in Utah who are not Mormons nor lovers of Mormonism refuse to entertain complaints or prosecute cases under the law because of its manifest injustice and kinetic literacy.
librispeech_14_noise0.0500,librispeech_14,adversarial,0.393939394,39.39393939,Federal judges and United States attorneys in Utah who were not Mormons nor lovers of Mormonism refused to entertain complaints or prosecute cases under the law because of its manifest injustice and inadequacy.,Federal judges in the United States attorneys in Utah who are not more than still lovers and more than is it. They refuse to entertain complaints or prosecute cases under the law because of its manifest injustice and inadequacy.
librispeech_15_noise0.0050,librispeech_15,adversarial,0.15,15,"At the inception of Pearl Marriage among the Latter-day Saints, there was no law, national, or state against its practice.","At the inception of plural marriage among the latter-day Saints, there was no law, national, or state against its practice."
librispeech_15_noise0.0100,librispeech_15,adversarial,0.25,25,"At the inception of Pearl Marriage among the Latter-day Saints, there was no law, national, or state against its practice.","At the inception of plural marriage among the latter days Saints, there was no law, national or state against its practice."
librispeech_15_noise0.0200,librispeech_15,adversarial,0.15,15,"At the inception of Pearl Marriage among the Latter-day Saints, there was no law, national, or state against its practice.","At the inception of plural marriage among the latter-day Saints, there was no law, national, or state against its practice."
librispeech_15_noise0.0500,librispeech_15,adversarial,0.3,30,"At the inception of Pearl Marriage among the Latter-day Saints, there was no law, national, or state against its practice.","At the inception of Pearl Marigable in the latter days since, there was no law, national or state against its practice."
librispeech_16_noise0.0050,librispeech_16,adversarial,0.057692308,5.769230769,"They knew no north, no south, no east, no west. They stood positively by the Constitution, and would have nothing to do in the bloody strife between brothers. Unless indeed they were summoned by the authority to which they had already once lawfully responded, the furnishment and arms for the country's need.","They knew no north, no south, no east, no west. They stood positively by the constitution, and would have nothing to do in the bloody strife between brothers. Unless indeed they were summoned by the authority to which they had already once lawfully responded, the furnished men and arms for the country's need."
librispeech_16_noise0.0100,librispeech_16,adversarial,0,0,"They knew no north, no south, no east, no west. They stood positively by the Constitution, and would have nothing to do in the bloody strife between brothers. Unless indeed they were summoned by the authority to which they had already once lawfully responded, the furnishment and arms for the country's need.","They knew no north, no south, no east, no west. They stood positively by the Constitution, and would have nothing to do in the bloody strife between brothers. Unless indeed they were summoned by the authority to which they had already once lawfully responded, the furnishment and arms for the country's need."
librispeech_16_noise0.0200,librispeech_16,adversarial,0.038461538,3.846153846,"They knew no north, no south, no east, no west. They stood positively by the Constitution, and would have nothing to do in the bloody strife between brothers. Unless indeed they were summoned by the authority to which they had already once lawfully responded, the furnishment and arms for the country's need.","They knew no north, no south, no east, no west. They stood positively by the Constitution, and would have nothing to do in the bloody strike between brothers. Unless indeed they were summoned by the authority to which they had already once loyally responded, the furnishment and arms for the country's need."
librispeech_16_noise0.0500,librispeech_16,adversarial,0.25,25,"They knew no north, no south, no east, no west. They stood positively by the Constitution, and would have nothing to do in the bloody strife between brothers. Unless indeed they were summoned by the authority to which they had already once lawfully responded, the furnishment and arms for the country's need.","They knew North and South were east of the West. They stood positively by the Constitution, and would have nothing to do with the bloody strike between the brothers. Unless indeed they were summoned by the authority to which they had already once bodily responded, the furnishment and harms for the country's need."
librispeech_17_noise0.0050,librispeech_17,adversarial,0.133333333,13.33333333,Already in North and South were talked of. Why not set up also a West?,Already in North and South were talkative. Why not set up also a West?
librispeech_17_noise0.0100,librispeech_17,adversarial,0.133333333,13.33333333,Already in North and South were talked of. Why not set up also a West?,Already in North and South were talkative. Why not set up also a West?
librispeech_17_noise0.0200,librispeech_17,adversarial,0.2,20,Already in North and South were talked of. Why not set up also a West?,Already in north and south were talked of. Why not set up also a west?
librispeech_17_noise0.0500,librispeech_17,adversarial,0.733333333,73.33333333,Already in North and South were talked of. Why not set up also a West?,already in north and south with top though. We're not set up off to the west.
librispeech_18_noise0.0050,librispeech_18,adversarial,0.114285714,11.42857143,making their way across the river. Most of the refugees found shelter among the more hospitable people of Clay County and afterward established themselves in Caldwell County. They were in the city of Far West.,"making their way across the river, most of the refugees found shelter among the more hospitable people of Clay County and afterward established themselves in Caldwell County. They were in town in the city of Far West."
librispeech_18_noise0.0100,librispeech_18,adversarial,0.171428571,17.14285714,making their way across the river. Most of the refugees found shelter among the more hospitable people of Clay County and afterward established themselves in Caldwell County. They were in the city of Far West.,"Making their way across the river, most of the refugees found shelter among the more hospitable people of Clay County, and afterward established themselves in Caldwell County. They rent down the city of Far West."
librispeech_18_noise0.0200,librispeech_18,adversarial,0.2,20,making their way across the river. Most of the refugees found shelter among the more hospitable people of Clay County and afterward established themselves in Caldwell County. They were in the city of Far West.,"Making their way across the river, most of the refugees found shelter among the more hospital people of Clay County, and afterward established themselves in Caldwell County. They ran founding the city of Far West."
librispeech_18_noise0.0500,librispeech_18,adversarial,0.571428571,57.14285714,making their way across the river. Most of the refugees found shelter among the more hospitable people of Clay County and afterward established themselves in Caldwell County. They were in the city of Far West.,"Making the way across the river, closer to the refugees town shelter among the more hospitable people of playtime, then after would establish themselves in cold road time. They ran down into the city apart west."
librispeech_19_noise0.0050,librispeech_19,adversarial,0.125,12.5,"American schoolboys read with emotions of horror, of the Alba Jinses, driven, beaten, and killed, with a papal legate directing the butchery. And of the Faudoir, hunted and hounded like beasts, as the effect of a royal decree. And they yet shall read in the history of their own country, of scenes as terrible as these, in the exhibition of injustice and inhuman hate.","American schoolboys read with emotions of horror of the Almejinses driven, beaten, and killed with a papal legate directing the butchery. And of the Thodua hunted and hounded like beasts as the effect of a royal decree. And they yet shall read in the history of their own country of scenes as terrible as these in the exhibition of injustice and inhuman hate."
librispeech_19_noise0.0100,librispeech_19,adversarial,0.140625,14.0625,"American schoolboys read with emotions of horror, of the Alba Jinses, driven, beaten, and killed, with a papal legate directing the butchery. And of the Faudoir, hunted and hounded like beasts, as the effect of a royal decree. And they yet shall read in the history of their own country, of scenes as terrible as these, in the exhibition of injustice and inhuman hate.","American schoolboys read with emotions of horror of the Almejinses driven, beaten and killed with a papal legate directing the butchery. And of the Haudua, hunted and hounded like beasts, has the effect of a royal decree. And they yet shall read in the history of their own country of scenes as terrible as these in the exhibition of injustice and inhuman hate."
librispeech_19_noise0.0200,librispeech_19,adversarial,0.15625,15.625,"American schoolboys read with emotions of horror, of the Alba Jinses, driven, beaten, and killed, with a papal legate directing the butchery. And of the Faudoir, hunted and hounded like beasts, as the effect of a royal decree. And they yet shall read in the history of their own country, of scenes as terrible as these, in the exhibition of injustice and inhuman hate.","American schoolboys read with emotions of horror of the Alba Jensus driven, beaten and killed with a papal legate directing the putri. End of the Hauduos hunted and hounded like beasts as the effect of a royal decree. And they yet shall read in the history of their own country of scenes as terrible as these in the exhibition of injustice and inhuman hate."
librispeech_19_noise0.0500,librispeech_19,adversarial,0.28125,28.125,"American schoolboys read with emotions of horror, of the Alba Jinses, driven, beaten, and killed, with a papal legate directing the butchery. And of the Faudoir, hunted and hounded like beasts, as the effect of a royal decree. And they yet shall read in the history of their own country, of scenes as terrible as these, in the exhibition of injustice and inhuman hate.","American schoolboys agreed with the emotions of war of the Albejinses given beaten and killed with a papal legate directed to the victory. End of the Hauduon d'Wa, hunted and pounded like beef, as the effect of a royal decree. And they yet shall read in the history of their own country, of scenes as terrible as these, in the exhibition of injustice and infuriating."
librispeech_1_noise0.0050,librispeech_1,adversarial,0.087719298,8.771929825,"This meant that for an alleged misdemeanor, for which Congress prescribed a maximum penalty of six months imprisonment and a fine of $300. A man might be imprisoned for life, eye for many terms of a man's natural life, did the courts power to enforce its sentences extent so far, and might be fined millions of dollars.","This meant that for an alleged misdemeanor, for which Congress prescribed a maximum penalty of six months imprisonment and a fine of $300, a man might be imprisoned for life, eye for many terms of a man's natural life, did the Court's power to enforce its sentences extend so far and might be fined millions of dollars."
librispeech_1_noise0.0100,librispeech_1,adversarial,0.070175439,7.01754386,"This meant that for an alleged misdemeanor, for which Congress prescribed a maximum penalty of six months imprisonment and a fine of $300. A man might be imprisoned for life, eye for many terms of a man's natural life, did the courts power to enforce its sentences extent so far, and might be fined millions of dollars.","This meant that for an alleged misdemeanor, for which Congress prescribed a maximum penalty of six months imprisonment and a fine of $300, a man might be imprisoned for life, eye for many terms of a man's natural life, did the court's power to enforce its sentences extent so far and might be fined millions of dollars."
librispeech_1_noise0.0200,librispeech_1,adversarial,0.087719298,8.771929825,"This meant that for an alleged misdemeanor, for which Congress prescribed a maximum penalty of six months imprisonment and a fine of $300. A man might be imprisoned for life, eye for many terms of a man's natural life, did the courts power to enforce its sentences extent so far, and might be fined millions of dollars.","This meant that for an alleged misdemeanor, for which Congress prescribed a maximum penalty of six months imprisonment and a fine of $300, a man might be imprisoned for life, eye for many terms of a man's natural life, did the court's power to enforce its sentences as extent so far and might be fined millions of dollars."
librispeech_1_noise0.0500,librispeech_1,adversarial,0.298245614,29.8245614,"This meant that for an alleged misdemeanor, for which Congress prescribed a maximum penalty of six months imprisonment and a fine of $300. A man might be imprisoned for life, eye for many terms of a man's natural life, did the courts power to enforce its sentences extent so far, and might be fined millions of dollars.","This meant that for an alleged risk of anger, for which published prescribed a maximum penalty of six months of imprisonment and a fine of $300. A man might be a prison for life, eye for many terms of the best natural life, the sports power to enforce its sentences as it stands so far and might be finding millions of"
librispeech_20_noise0.0050,librispeech_20,adversarial,0.074074074,7.407407407,"Soon thousands of converts had rented or purchased homes in Missouri, Independence, Jackson County, being their center. But from the first, they were unpopular among the Missourians.","Soon thousands of converts had rented or purchased homes in Missouri, independence Jackson County being their center. But from the first, they were unpopular among the Missourians."
librispeech_20_noise0.0100,librispeech_20,adversarial,0,0,"Soon thousands of converts had rented or purchased homes in Missouri, Independence, Jackson County, being their center. But from the first, they were unpopular among the Missourians.","Soon thousands of converts had rented or purchased homes in Missouri, Independence, Jackson County, being their center. But from the first, they were unpopular among the Missourians."
librispeech_20_noise0.0200,librispeech_20,adversarial,0.037037037,3.703703704,"Soon thousands of converts had rented or purchased homes in Missouri, Independence, Jackson County, being their center. But from the first, they were unpopular among the Missourians.","Soon thousands of converts had rented or purchased homes in Missouri, Independence, Jackson County, being their center. But from the first, they were unpopular among the Missyrians."
librispeech_20_noise0.0500,librispeech_20,adversarial,0.592592593,59.25925926,"Soon thousands of converts had rented or purchased homes in Missouri, Independence, Jackson County, being their center. But from the first, they were unpopular among the Missourians.","Since thousands of hundred, had led to a purchase home to Missouri, it depended Jackson County, the neighbor center. From the first, they were unpopular among the Missouri guests."
librispeech_2_noise0.0050,librispeech_2,adversarial,0.058823529,5.882352941,"In 1862, a law was enacted with the purpose of suppressing plural marriage, and as had been predicted in the National Senate prior to its passage, it lay for many years at dead letter.","In 1862, a law was enacted with a purpose of suppressing plural marriage, and, as had been predicted in the National Senate prior to its passage, it lay for many years at dead letter."
librispeech_2_noise0.0100,librispeech_2,adversarial,0.176470588,17.64705882,"In 1862, a law was enacted with the purpose of suppressing plural marriage, and as had been predicted in the National Senate prior to its passage, it lay for many years at dead letter.","In 1862, a lot was enacted with the purpose of suppressing moral marriage, and has been predicted in the National Senate prior to its passage, and lay for many years a dead letter."
librispeech_2_noise0.0200,librispeech_2,adversarial,0.176470588,17.64705882,"In 1862, a law was enacted with the purpose of suppressing plural marriage, and as had been predicted in the National Senate prior to its passage, it lay for many years at dead letter.","In 1862, a lot was enacted with the purpose of suppressing coral marriage, and has been predicted in the National Senate prior to its passage, and lay for many years a dead letter."
librispeech_2_noise0.0500,librispeech_2,adversarial,0.411764706,41.17647059,"In 1862, a law was enacted with the purpose of suppressing plural marriage, and as had been predicted in the National Senate prior to its passage, it lay for many years at dead letter.","In 1862, a lot was a method of purpose of suppressing rural marriage and has been predicted from the National Senate prior to its passage, and later many years of that letter."
librispeech_3_noise0.0050,librispeech_3,adversarial,0,0,but a word further concerning the expedition in general.,but a word further concerning the expedition in general.
librispeech_3_noise0.0100,librispeech_3,adversarial,0,0,but a word further concerning the expedition in general.,but a word further concerning the expedition in general.
librispeech_3_noise0.0200,librispeech_3,adversarial,0,0,but a word further concerning the expedition in general.,but a word further concerning the expedition in general.
librispeech_3_noise0.0500,librispeech_3,adversarial,0.333333333,33.33333333,but a word further concerning the expedition in general.,but it worked further concerning expedition in general.
librispeech_4_noise0.0050,librispeech_4,adversarial,0,0,"It was through Floyd's advice that Buchanan ordered the military expedition to Utah, ostensibly, to install certain federal officials and to repress an alleged infantile rebellion, which in fact had never come into existence, but in reality to further the interests of the","It was through Floyd's advice that Buchanan ordered the military expedition to Utah, ostensibly, to install certain federal officials and to repress an alleged infantile rebellion, which in fact had never come into existence, but in reality to further the interests of the"
librispeech_4_noise0.0100,librispeech_4,adversarial,0.023255814,2.325581395,"It was through Floyd's advice that Buchanan ordered the military expedition to Utah, ostensibly, to install certain federal officials and to repress an alleged infantile rebellion, which in fact had never come into existence, but in reality to further the interests of the","It was through Floyd's advice that Buchanan ordered the military expedition to Utah, ostensibly, to install certain federal officials and to repress an alleged infantile rebellion, which in fact had never come into existence, but in reality to further the interests of the"
librispeech_4_noise0.0200,librispeech_4,adversarial,0.023255814,2.325581395,"It was through Floyd's advice that Buchanan ordered the military expedition to Utah, ostensibly, to install certain federal officials and to repress an alleged infantile rebellion, which in fact had never come into existence, but in reality to further the interests of the","It was through Floyd's advice that Buchanan ordered the military expedition to Utah, ostensibly, to install certain federal officials and to repress an alleged infantile rebellion, which in fact had never come into existence, but in reality to further the interests of the"
librispeech_4_noise0.0500,librispeech_4,adversarial,0.302325581,30.23255814,"It was through Floyd's advice that Buchanan ordered the military expedition to Utah, ostensibly, to install certain federal officials and to repress an alleged infantile rebellion, which in fact had never come into existence, but in reality to further the interests of the","It was through Floyd's advice to be candid for the military expedition to Utah. Ostensibly, to install certain federal officials into repress and alleged infantile rebellion, which in fact had never come into existence, but in reality, it furthered the interests of the secessionists."
librispeech_5_noise0.0050,librispeech_5,adversarial,0,0,"The people contested these measures one by one in the courts, presenting in case after case the different phases of the subject and urging the unconstitutionality of the measure.","The people contested these measures one by one in the courts, presenting in case after case the different phases of the subject and urging the unconstitutionality of the measure."
librispeech_5_noise0.0100,librispeech_5,adversarial,0,0,"The people contested these measures one by one in the courts, presenting in case after case the different phases of the subject and urging the unconstitutionality of the measure.","The people contested these measures one by one in the courts, presenting in case after case the different phases of the subject and urging the unconstitutionality of the measure."
librispeech_5_noise0.0200,librispeech_5,adversarial,0,0,"The people contested these measures one by one in the courts, presenting in case after case the different phases of the subject and urging the unconstitutionality of the measure.","The people contested these measures one by one in the courts, presenting in case after case the different phases of the subject and urging the unconstitutionality of the measure."
librispeech_5_noise0.0500,librispeech_5,adversarial,0.068965517,6.896551724,"The people contested these measures one by one in the courts, presenting in case after case the different phases of the subject and urging the unconstitutionality of the measure.","The people contested these measures one by one in the courts, presenting in case after case the different phases of the subject and Preging the unconstitutionality of the measure"
librispeech_6_noise0.0050,librispeech_6,adversarial,0.083333333,8.333333333,"We believe in a literal resurrection and an actual hereafter, in which future states shall be recognized every sanctified and authorized relationship existing here on Earth, of parent and child, brother and sister, husband and wife.","We believe in a literal resurrection and an actual hereafter, in which future states shall be recognized every sanctified and authorised relationship existing here on Earth, of parent and child, rather in sister, husband and wife."
librispeech_6_noise0.0100,librispeech_6,adversarial,0.111111111,11.11111111,"We believe in a literal resurrection and an actual hereafter, in which future states shall be recognized every sanctified and authorized relationship existing here on Earth, of parent and child, brother and sister, husband and wife.","We believe in a literal resurrection and an actual hereafter in which future states shall be recognized every sanctified and authorised relationship existing here on Earth. Of parent and child, brother and sister, husband and wife."
