file_id,clean_id,condition,wer,wer_percent,reference,hypothesis
librispeech_10_noise0.0050_lp6k_dn,librispeech_10,adversarial,0.01639344262295082,1.639344262295082,"then the church was disincorporated, and its property was both real and personal, confiscated, and exciated to the government of the United States. And although the personal property was soon restored, real estate of great value long lay in the hands of the court's receiver, and the Mormon church had to pay the national government high rental on its own property.","Then the church was disincorporated, and its property was both real and personal, confiscated, and exciated to the government of the United States. And although the personal property was soon restored, real estate of great value long lay in the hands of the court's receiver, and the Mormon church had to pay the national government high rental on its own property."
librispeech_10_noise0.0100_lp6k_dn,librispeech_10,adversarial,0.08196721311475409,8.19672131147541,"then the church was disincorporated, and its property was both real and personal, confiscated, and exciated to the government of the United States. And although the personal property was soon restored, real estate of great value long lay in the hands of the court's receiver, and the Mormon church had to pay the national government high rental on its own property.","then the church was disincorporated and its property was real and personal, confiscated and eschied to the government of the United States. And although the personal property was soon restored, real estate of great value long lay in the hands of the courts receiver, and the Mormon church had to pay the national government high rental on its own property."
librispeech_10_noise0.0200_lp6k_dn,librispeech_10,adversarial,0.04918032786885246,4.918032786885246,"then the church was disincorporated, and its property was both real and personal, confiscated, and exciated to the government of the United States. And although the personal property was soon restored, real estate of great value long lay in the hands of the court's receiver, and the Mormon church had to pay the national government high rental on its own property.","Then the church was disincorporated, and its property was real and personal, confiscated, and exciated to the government of the United States. And although the personal property was soon restored, real estate of great value long lay in the hands of the courts receiver, and the Mormon church had to pay the national government high rental on its own property."
librispeech_10_noise0.0500_lp6k_dn,librispeech_10,adversarial,0.29508196721311475,29.508196721311474,"then the church was disincorporated, and its property was both real and personal, confiscated, and exciated to the government of the United States. And although the personal property was soon restored, real estate of great value long lay in the hands of the court's receiver, and the Mormon church had to pay the national government high rental on its own property.","and the church was disinplurated and its property was real and personal, confiscated and inshated to the government of the United States. And although the personal property was soon restored, Ulystated paid value long-lend and the government's courts received it, and the Mormon church had to pay the national government high rental rental on its own property."
librispeech_11_noise0.0050_lp6k_dn,librispeech_11,adversarial,0.0,0.0,"And so the story of Mormonism runs on. Its finale has not yet been written. The current press presents continuously new stages of its progress, new developments of its plan.","And so the story of Mormonism runs on. Its finale has not yet been written. The current press presents continuously new stages of its progress, new developments of its plan."
librispeech_11_noise0.0100_lp6k_dn,librispeech_11,adversarial,0.0,0.0,"And so the story of Mormonism runs on. Its finale has not yet been written. The current press presents continuously new stages of its progress, new developments of its plan.","And so the story of Mormonism runs on. Its finale has not yet been written. The current press presents continuously new stages of its progress, new developments of its plan."
librispeech_11_noise0.0200_lp6k_dn,librispeech_11,adversarial,0.0,0.0,"And so the story of Mormonism runs on. Its finale has not yet been written. The current press presents continuously new stages of its progress, new developments of its plan.","And so the story of Mormonism runs on. Its finale has not yet been written. The current press presents continuously new stages of its progress, new developments of its plan."
librispeech_11_noise0.0500_lp6k_dn,librispeech_11,adversarial,0.13333333333333333,13.333333333333334,"And so the story of Mormonism runs on. Its finale has not yet been written. The current press presents continuously new stages of its progress, new developments of its plan.","and so the story of Mormonism runs off. Its finale has not yet been lit. The current press presents continuously new stages of its progress, new developments of its play."
librispeech_12_noise0.0050_lp6k_dn,librispeech_12,adversarial,0.05555555555555555,5.555555555555555,"Before this travesty on the administration of law could be brought before the court of last resort, and they're met with the reversal and rebuke it deserved, men were imprisoned under sentence of many years' duration.","Before this travesty on the administration of law could be brought before the court of last resort, and they are met with the reversal and rebuke it deserved, men were imprisoned under sentence of many years' duration."
librispeech_12_noise0.0100_lp6k_dn,librispeech_12,adversarial,0.027777777777777776,2.7777777777777777,"Before this travesty on the administration of law could be brought before the court of last resort, and they're met with the reversal and rebuke it deserved, men were imprisoned under sentence of many years' duration.","Before this travesty on the administration of law could be brought before the court of last resort, and they're met with the reversal and rebuke it deserved, men were imprisoned under sentence of many years duration."
librispeech_12_noise0.0200_lp6k_dn,librispeech_12,adversarial,0.19444444444444445,19.444444444444446,"Before this travesty on the administration of law could be brought before the court of last resort, and they're met with the reversal and rebuke it deserved, men were imprisoned under sentence of many years' duration.",Before this travesty on the administration of law could be brought before the court of last resort and They're met with the reversal and rebuke it deserved Then we're imprisoned under sentence of many years duration
librispeech_12_noise0.0500_lp6k_dn,librispeech_12,adversarial,0.2777777777777778,27.77777777777778,"Before this travesty on the administration of law could be brought before the court of last resort, and they're met with the reversal and rebuke it deserved, men were imprisoned under sentence of many years' duration.","For this travesty of the administration of law could be thought before the court of last resort, and then met with the reversal in the view that deserve, then were imprisoned under sentence of many years' duration."
librispeech_13_noise0.0050_lp6k_dn,librispeech_13,adversarial,0.03225806451612903,3.225806451612903,"What the Latter-day Saints call celestial marriage is characteristic of the church and is in very general practice. But of celestial marriage, plurality of wives was an incident, never an essential.","What the Latter-day Saints call celestial marriage is characteristic of the church and is in very general practice. But of celestial marriage, plurality of wives was an incident never an essential."
librispeech_13_noise0.0100_lp6k_dn,librispeech_13,adversarial,0.0,0.0,"What the Latter-day Saints call celestial marriage is characteristic of the church and is in very general practice. But of celestial marriage, plurality of wives was an incident, never an essential.","What the Latter-day Saints call celestial marriage is characteristic of the church and is in very general practice. But of celestial marriage, plurality of wives was an incident, never an essential."
librispeech_13_noise0.0200_lp6k_dn,librispeech_13,adversarial,0.0,0.0,"What the Latter-day Saints call celestial marriage is characteristic of the church and is in very general practice. But of celestial marriage, plurality of wives was an incident, never an essential.","What the Latter-day Saints call celestial marriage is characteristic of the church and is in very general practice. But of celestial marriage, plurality of wives was an incident, never an essential."
librispeech_13_noise0.0500_lp6k_dn,librispeech_13,adversarial,0.5161290322580645,51.61290322580645,"What the Latter-day Saints call celestial marriage is characteristic of the church and is in very general practice. But of celestial marriage, plurality of wives was an incident, never an essential.","What the latter takes place is called celestial marriage. His characteristic of the Church and his in-gurriginal practice. But of celestial marriage, morality wise was an incident, never essential."
librispeech_14_noise0.0050_lp6k_dn,librispeech_14,adversarial,0.0,0.0,Federal judges and United States attorneys in Utah who were not Mormons nor lovers of Mormonism refused to entertain complaints or prosecute cases under the law because of its manifest injustice and inadequacy.,Federal judges and United States attorneys in Utah who were not Mormons nor lovers of Mormonism refused to entertain complaints or prosecute cases under the law because of its manifest injustice and inadequacy.
librispeech_14_noise0.0100_lp6k_dn,librispeech_14,adversarial,0.0,0.0,Federal judges and United States attorneys in Utah who were not Mormons nor lovers of Mormonism refused to entertain complaints or prosecute cases under the law because of its manifest injustice and inadequacy.,Federal judges and United States attorneys in Utah who were not Mormons nor lovers of Mormonism refused to entertain complaints or prosecute cases under the law because of its manifest injustice and inadequacy.
librispeech_14_noise0.0200_lp6k_dn,librispeech_14,adversarial,0.12121212121212122,12.121212121212121,Federal judges and United States attorneys in Utah who were not Mormons nor lovers of Mormonism refused to entertain complaints or prosecute cases under the law because of its manifest injustice and inadequacy.,Federal judges and United States attorneys in Utah who are not Mormons nor lovers of Mormonism refuse to entertain complaints or prosecute cases under the law because of its manifest injustice and kinetic literacy.
librispeech_14_noise0.0500_lp6k_dn,librispeech_14,adversarial,0.30303030303030304,30.303030303030305,Federal judges and United States attorneys in Utah who were not Mormons nor lovers of Mormonism refused to entertain complaints or prosecute cases under the law because of its manifest injustice and inadequacy.,"Federal judges in the United States attorneys of Utah who were not more than still lovers of moralism, their fees to entertain complaints, or prosecute cases under the law because of its manifest injustice and inadequacy."
librispeech_15_noise0.0050_lp6k_dn,librispeech_15,adversarial,0.15,15.0,"At the inception of Pearl Marriage among the Latter-day Saints, there was no law, national, or state against its practice.","At the inception of plural marriage among the latter-day Saints, there was no law, national, or state against its practice."
librispeech_15_noise0.0100_lp6k_dn,librispeech_15,adversarial,0.15,15.0,"At the inception of Pearl Marriage among the Latter-day Saints, there was no law, national, or state against its practice.","At the inception of formal marriage among the latter-day Saints, there was no law, national, or state against its practice."
librispeech_15_noise0.0200_lp6k_dn,librispeech_15,adversarial,0.15,15.0,"At the inception of Pearl Marriage among the Latter-day Saints, there was no law, national, or state against its practice.","At the inception of plural marriage among the latter-day Saints, there was no law, national, or state against its practice."
librispeech_15_noise0.0500_lp6k_dn,librispeech_15,adversarial,0.3,30.0,"At the inception of Pearl Marriage among the Latter-day Saints, there was no law, national, or state against its practice.","At the inception of Pearl Marigable in the latter day's sense, there was no law, national or state against its practice."
librispeech_16_noise0.0050_lp6k_dn,librispeech_16,adversarial,0.038461538461538464,3.8461538461538463,"They knew no north, no south, no east, no west. They stood positively by the Constitution, and would have nothing to do in the bloody strife between brothers. Unless indeed they were summoned by the authority to which they had already once lawfully responded, the furnishment and arms for the country's need.","They knew no north, no south, no east, no west. They stood positively by the Constitution, and would have nothing to do in the bloody strife between brothers. Unless indeed they were summoned by the authority to which they had already once lawfully responded, the furnish men and arms for the country's need."
librispeech_16_noise0.0100_lp6k_dn,librispeech_16,adversarial,0.019230769230769232,1.9230769230769231,"They knew no north, no south, no east, no west. They stood positively by the Constitution, and would have nothing to do in the bloody strife between brothers. Unless indeed they were summoned by the authority to which they had already once lawfully responded, the furnishment and arms for the country's need.","They knew no north, no south, no east, no west. They stood positively by the Constitution, and would have nothing to do in the bloody strife between brothers. Unless indeed they were summoned by the authority to which they had already once loyally responded, the furnishment and arms for the country's need."
librispeech_16_noise0.0200_lp6k_dn,librispeech_16,adversarial,0.038461538461538464,3.8461538461538463,"They knew no north, no south, no east, no west. They stood positively by the Constitution, and would have nothing to do in the bloody strife between brothers. Unless indeed they were summoned by the authority to which they had already once lawfully responded, the furnishment and arms for the country's need.","They knew no north, no south, no east, no west. They stood positively by the Constitution, and would have nothing to do in the bloody strike between brothers. Unless indeed they were summoned by the authority to which they had already once loyally responded, the furnishment and arms for the country's need."
librispeech_16_noise0.0500_lp6k_dn,librispeech_16,adversarial,0.28846153846153844,28.846153846153843,"They knew no north, no south, no east, no west. They stood positively by the Constitution, and would have nothing to do in the bloody strife between brothers. Unless indeed they were summoned by the authority to which they had already once lawfully responded, the furnishment and arms for the country's need.","They knew their north and south were east and west, based on positively by the Constitution, and would have nothing to do with the bloody strike between the brothers. Unless indeed they were summoned by the authority to which they had already once bodily responded, the furnishment and harms for the country's need."
librispeech_17_noise0.0050_lp6k_dn,librispeech_17,adversarial,0.2,20.0,Already in North and South were talked of. Why not set up also a West?,Already in North and South we're talking about. Why not set up also a West?
librispeech_17_noise0.0100_lp6k_dn,librispeech_17,adversarial,0.13333333333333333,13.333333333333334,Already in North and South were talked of. Why not set up also a West?,Already in North and South were talkative. Why not set up also a West?
librispeech_17_noise0.0200_lp6k_dn,librispeech_17,adversarial,0.26666666666666666,26.666666666666668,Already in North and South were talked of. Why not set up also a West?,Already in north and south we're talked of. Why not set up also a west?
librispeech_17_noise0.0500_lp6k_dn,librispeech_17,adversarial,0.8,80.0,Already in North and South were talked of. Why not set up also a West?,"already in north of the south, we're top-go. We're not set up off to the west."
librispeech_18_noise0.0050_lp6k_dn,librispeech_18,adversarial,0.11428571428571428,11.428571428571429,making their way across the river. Most of the refugees found shelter among the more hospitable people of Clay County and afterward established themselves in Caldwell County. They were in the city of Far West.,"making their way across the river, most of the refugees found shelter among the more hospitable people of Clay County, and afterward established themselves in Caldwell County. They were in town the city of Far West."
librispeech_18_noise0.0100_lp6k_dn,librispeech_18,adversarial,0.2,20.0,making their way across the river. Most of the refugees found shelter among the more hospitable people of Clay County and afterward established themselves in Caldwell County. They were in the city of Far West.,"Making their way across the river, most of the refugees found shelter among the more hospital people of Clay County, and afterward established themselves in Caldwell County. They rent down the city of Far West."
librispeech_18_noise0.0200_lp6k_dn,librispeech_18,adversarial,0.2,20.0,making their way across the river. Most of the refugees found shelter among the more hospitable people of Clay County and afterward established themselves in Caldwell County. They were in the city of Far West.,"Making their way across the river, most of the refugees found shelter among the more hospital people of Clay County, and afterward established themselves in Caldwell County. They rent founding the city of Far West."
librispeech_18_noise0.0500_lp6k_dn,librispeech_18,adversarial,0.37142857142857144,37.142857142857146,making their way across the river. Most of the refugees found shelter among the more hospitable people of Clay County and afterward established themselves in Caldwell County. They were in the city of Far West.,"Making the way across the river, most of the refugees found shelter among the more hospitable people of Clay Town. And after would establish themselves in Cold Road County. They were in town in the city of Far West."
librispeech_19_noise0.0050_lp6k_dn,librispeech_19,adversarial,0.125,12.5,"American schoolboys read with emotions of horror, of the Alba Jinses, driven, beaten, and killed, with a papal legate directing the butchery. And of the Faudoir, hunted and hounded like beasts, as the effect of a royal decree. And they yet shall read in the history of their own country, of scenes as terrible as these, in the exhibition of injustice and inhuman hate.","American schoolboys read with emotions of horror of the Almejinses driven, beaten, and killed with a papal legate directing the butchery. And of the Thodua hunted and hounded like beasts as the effect of a royal decree. And they yet shall read in the history of their own country of scenes as terrible as these in the exhibition of injustice and inhuman hate."
librispeech_19_noise0.0100_lp6k_dn,librispeech_19,adversarial,0.140625,14.0625,"American schoolboys read with emotions of horror, of the Alba Jinses, driven, beaten, and killed, with a papal legate directing the butchery. And of the Faudoir, hunted and hounded like beasts, as the effect of a royal decree. And they yet shall read in the history of their own country, of scenes as terrible as these, in the exhibition of injustice and inhuman hate.","American schoolboys read with emotions of horror of the Almejinsus driven, beaten, and killed with a papal legate directing the butchery. End of the Hauduos hunted and hounded like beasts as the effect of a royal decree. And they yet shall read in the history of their own country of scenes as terrible as these in the exhibition of injustice and inhuman hate."
librispeech_19_noise0.0200_lp6k_dn,librispeech_19,adversarial,0.15625,15.625,"American schoolboys read with emotions of horror, of the Alba Jinses, driven, beaten, and killed, with a papal legate directing the butchery. And of the Faudoir, hunted and hounded like beasts, as the effect of a royal decree. And they yet shall read in the history of their own country, of scenes as terrible as these, in the exhibition of injustice and inhuman hate.","American schoolboys read with emotions of horror of the Alba Jensus driven, beaten and killed with a papal legate directing the putri. End of the Hauduos hunted and hounded like beasts as the effect of a royal decree. And they yet shall read in the history of their own country of scenes as terrible as these in the exhibition of injustice and inhuman hate."
librispeech_19_noise0.0500_lp6k_dn,librispeech_19,adversarial,0.296875,29.6875,"American schoolboys read with emotions of horror, of the Alba Jinses, driven, beaten, and killed, with a papal legate directing the butchery. And of the Faudoir, hunted and hounded like beasts, as the effect of a royal decree. And they yet shall read in the history of their own country, of scenes as terrible as these, in the exhibition of injustice and inhuman hate.","American schoolboys read this emotion before of the Alba Jinses given beaten and killed with a papal legate directed at the victory. End of the Hauduon, hunted and counted like feet as the effect of a royal decree. And they yet shall read in the history of their own country of seen as terrible as these in the exhibition of injustice and hate."
librispeech_1_noise0.0050_lp6k_dn,librispeech_1,adversarial,0.017543859649122806,1.7543859649122806,"This meant that for an alleged misdemeanor, for which Congress prescribed a maximum penalty of six months imprisonment and a fine of $300. A man might be imprisoned for life, eye for many terms of a man's natural life, did the courts power to enforce its sentences extent so far, and might be fined millions of dollars.","This meant that for an alleged misdemeanor, for which Congress prescribed a maximum penalty of six months imprisonment and a fine of $300. A man might be imprisoned for life, eye for many terms of a man's natural life, did the court's power to enforce its sentences extent so far, and might be fined millions of dollars."
librispeech_1_noise0.0100_lp6k_dn,librispeech_1,adversarial,0.017543859649122806,1.7543859649122806,"This meant that for an alleged misdemeanor, for which Congress prescribed a maximum penalty of six months imprisonment and a fine of $300. A man might be imprisoned for life, eye for many terms of a man's natural life, did the courts power to enforce its sentences extent so far, and might be fined millions of dollars.","This meant that for an alleged misdemeanor, for which Congress prescribed a maximum penalty of six months imprisonment and a fine of $300. A man might be imprisoned for life, eye for many terms of a man's natural life, did the court's power to enforce its sentences extent so far, and might be fined millions of dollars."
librispeech_1_noise0.0200_lp6k_dn,librispeech_1,adversarial,0.12280701754385964,12.280701754385964,"This meant that for an alleged misdemeanor, for which Congress prescribed a maximum penalty of six months imprisonment and a fine of $300. A man might be imprisoned for life, eye for many terms of a man's natural life, did the courts power to enforce its sentences extent so far, and might be fined millions of dollars.","This meant that for an alleged misdemeanor, for which Congress prescribed a maximum penalty of six months imprisonment and a fine of $300, a man might be imprisoned for life. I, for many terms of a man's natural life, did the court's power to enforce its sentences extends so far and might be fined millions of dollars."
librispeech_1_noise0.0500_lp6k_dn,librispeech_1,adversarial,0.22807017543859648,22.807017543859647,"This meant that for an alleged misdemeanor, for which Congress prescribed a maximum penalty of six months imprisonment and a fine of $300. A man might be imprisoned for life, eye for many terms of a man's natural life, did the courts power to enforce its sentences extent so far, and might be fined millions of dollars.","This meant that for an alleged risk of anger, for which Congress prescribed a maximum penalty of six months of imprisonment and a fine of $300. A man might be imprisoned for life, eye for many terms of the man's natural life, to be caught's power to enforce its sentences as it stands so far and might be finding millions of dollars."
librispeech_20_noise0.0050_lp6k_dn,librispeech_20,adversarial,0.0,0.0,"Soon thousands of converts had rented or purchased homes in Missouri, Independence, Jackson County, being their center. But from the first, they were unpopular among the Missourians.","Soon thousands of converts had rented or purchased homes in Missouri, Independence, Jackson County, being their center. But from the first, they were unpopular among the Missourians."
librispeech_20_noise0.0100_lp6k_dn,librispeech_20,adversarial,0.037037037037037035,3.7037037037037033,"Soon thousands of converts had rented or purchased homes in Missouri, Independence, Jackson County, being their center. But from the first, they were unpopular among the Missourians.","Soon thousands of converts had rented or purchased homes in Missouri, Independence, Jackson County, being their center. But from the first, they were unpopular among the Missyrians."
librispeech_20_noise0.0200_lp6k_dn,librispeech_20,adversarial,0.1111111111111111,11.11111111111111,"Soon thousands of converts had rented or purchased homes in Missouri, Independence, Jackson County, being their center. But from the first, they were unpopular among the Missourians.","Soon thousands of converts had rented or purchased homes in Missouri, independent Jackson County being their center. But from the first, they were unpopular among the Missyrians."
librispeech_20_noise0.0500_lp6k_dn,librispeech_20,adversarial,0.5925925925925926,59.25925925925925,"Soon thousands of converts had rented or purchased homes in Missouri, Independence, Jackson County, being their center. But from the first, they were unpopular among the Missourians.","Since thousands of hundred talented well-purchased homes in Missouri, independent Jackson County and the English Center, well from the first they were unpopular among the Missouri youths."
librispeech_2_noise0.0050_lp6k_dn,librispeech_2,adversarial,0.058823529411764705,5.88235294117647,"In 1862, a law was enacted with the purpose of suppressing plural marriage, and as had been predicted in the National Senate prior to its passage, it lay for many years at dead letter.","In 1862, a lot was enacted with the purpose of suppressing plural marriage, and, as had been predicted in the National Senate prior to its passage, it lay for many years at dead letter."
librispeech_2_noise0.0100_lp6k_dn,librispeech_2,adversarial,0.14705882352941177,14.705882352941178,"In 1862, a law was enacted with the purpose of suppressing plural marriage, and as had been predicted in the National Senate prior to its passage, it lay for many years at dead letter.","In 1862, a lot was enacted with the purpose of suppressing moral marriage, and, as I've been predicted in the National Senate prior to its passage, it lay for many years a dead letter."
librispeech_2_noise0.0200_lp6k_dn,librispeech_2,adversarial,0.14705882352941177,14.705882352941178,"In 1862, a law was enacted with the purpose of suppressing plural marriage, and as had been predicted in the National Senate prior to its passage, it lay for many years at dead letter.","In 1862, a lot was enacted with the purpose of suppressing coral marriage, and has been predicted in the National Senate prior to its passage, and lay for many years at dead letter."
librispeech_2_noise0.0500_lp6k_dn,librispeech_2,adversarial,0.38235294117647056,38.23529411764706,"In 1862, a law was enacted with the purpose of suppressing plural marriage, and as had been predicted in the National Senate prior to its passage, it lay for many years at dead letter.","In 1862, a lot was a mapping of the purpose of suppressing rural marriage, and has had been predicted from the National Senate prior to its passage, and life had been years of that letter."
librispeech_3_noise0.0050_lp6k_dn,librispeech_3,adversarial,0.0,0.0,but a word further concerning the expedition in general.,but a word further concerning the expedition in general.
librispeech_3_noise0.0100_lp6k_dn,librispeech_3,adversarial,0.0,0.0,but a word further concerning the expedition in general.,but a word further concerning the expedition in general.
librispeech_3_noise0.0200_lp6k_dn,librispeech_3,adversarial,0.0,0.0,but a word further concerning the expedition in general.,but a word further concerning the expedition in general.
librispeech_3_noise0.0500_lp6k_dn,librispeech_3,adversarial,0.3333333333333333,33.33333333333333,but a word further concerning the expedition in general.,but it worked further concerning expedition in general.
librispeech_4_noise0.0050_lp6k_dn,librispeech_4,adversarial,0.0,0.0,"It was through Floyd's advice that Buchanan ordered the military expedition to Utah, ostensibly, to install certain federal officials and to repress an alleged infantile rebellion, which in fact had never come into existence, but in reality to further the interests of the","It was through Floyd's advice that Buchanan ordered the military expedition to Utah, ostensibly, to install certain federal officials and to repress an alleged infantile rebellion, which in fact had never come into existence, but in reality to further the interests of the"
librispeech_4_noise0.0100_lp6k_dn,librispeech_4,adversarial,0.0,0.0,"It was through Floyd's advice that Buchanan ordered the military expedition to Utah, ostensibly, to install certain federal officials and to repress an alleged infantile rebellion, which in fact had never come into existence, but in reality to further the interests of the","It was through Floyd's advice that Buchanan ordered the military expedition to Utah, ostensibly, to install certain federal officials and to repress an alleged infantile rebellion, which in fact had never come into existence, but in reality to further the interests of the"
librispeech_4_noise0.0200_lp6k_dn,librispeech_4,adversarial,0.0,0.0,"It was through Floyd's advice that Buchanan ordered the military expedition to Utah, ostensibly, to install certain federal officials and to repress an alleged infantile rebellion, which in fact had never come into existence, but in reality to further the interests of the","It was through Floyd's advice that Buchanan ordered the military expedition to Utah, ostensibly, to install certain federal officials and to repress an alleged infantile rebellion, which in fact had never come into existence, but in reality to further the interests of the"
librispeech_4_noise0.0500_lp6k_dn,librispeech_4,adversarial,0.27906976744186046,27.906976744186046,"It was through Floyd's advice that Buchanan ordered the military expedition to Utah, ostensibly, to install certain federal officials and to repress an alleged infantile rebellion, which in fact had never come into existence, but in reality to further the interests of the","It was through Floyd's advice that became an important military expedition to Utah, ostensibly, to install certain federal officials into repress and alleged infantile rebellion, which had not had ever come into existence, but in reality it furthered the interest of the"
librispeech_5_noise0.0050_lp6k_dn,librispeech_5,adversarial,0.0,0.0,"The people contested these measures one by one in the courts, presenting in case after case the different phases of the subject and urging the unconstitutionality of the measure.","The people contested these measures one by one in the courts, presenting in case after case the different phases of the subject and urging the unconstitutionality of the measure."
