file_id,clean_id,condition,wer,wer_percent,reference,hypothesis
librispeech_10_noise0.0050,librispeech_10,adversarial,0.06557377049180328,6.557377049180328,"then the church was disincorporated, and its property was both real and personal, confiscated, and exciated to the government of the United States. And although the personal property was soon restored, real estate of great value long lay in the hands of the court's receiver, and the Mormon church had to pay the national government high rental on its own property.","then the church was disincorporated and its property was real and personal, confiscated and eschied to the government of the United States. And although the personal property was soon restored, real estate of great value long lay in the hands of the court's receiver, and the Mormon church had to pay the national government high rental on its own property."
librispeech_10_noise0.0100,librispeech_10,adversarial,0.04918032786885246,4.918032786885246,"then the church was disincorporated, and its property was both real and personal, confiscated, and exciated to the government of the United States. And although the personal property was soon restored, real estate of great value long lay in the hands of the court's receiver, and the Mormon church had to pay the national government high rental on its own property.","then the church was disincorporated and its property was both real and personal, confiscated and exciated to the government of the United States. And although the personal property was soon restored, real estate of great value long lay in the hands of the courts receiver, and the Mormon church had to pay the national government high rental on its own property."
librispeech_10_noise0.0200,librispeech_10,adversarial,0.06557377049180328,6.557377049180328,"then the church was disincorporated, and its property was both real and personal, confiscated, and exciated to the government of the United States. And although the personal property was soon restored, real estate of great value long lay in the hands of the court's receiver, and the Mormon church had to pay the national government high rental on its own property.","then the church was disincorporated and its property was real and personal, confiscated and assiated to the government of the United States. And although the personal property was soon restored, real estate of great value long lay in the hands of the court's receiver, and the Mormon church had to pay the national government high rental on its own property."
librispeech_10_noise0.0500,librispeech_10,adversarial,0.36065573770491804,36.0655737704918,"then the church was disincorporated, and its property was both real and personal, confiscated, and exciated to the government of the United States. And although the personal property was soon restored, real estate of great value long lay in the hands of the court's receiver, and the Mormon church had to pay the national government high rental on its own property.","Then the church was disenguiguated and its property was re-evalued and personal, confiscated, and issued to the government of the United States. And although the personal property was super-store, the US did a great value long-lend and difficult for its receiver. And the Mormon church had to pay the National Government high rental on its own property."
librispeech_11_noise0.0050,librispeech_11,adversarial,0.0,0.0,"And so the story of Mormonism runs on. Its finale has not yet been written. The current press presents continuously new stages of its progress, new developments of its plan.","And so the story of Mormonism runs on. Its finale has not yet been written. The current press presents continuously new stages of its progress, new developments of its plan."
librispeech_11_noise0.0100,librispeech_11,adversarial,0.0,0.0,"And so the story of Mormonism runs on. Its finale has not yet been written. The current press presents continuously new stages of its progress, new developments of its plan.","And so the story of Mormonism runs on. Its finale has not yet been written. The current press presents continuously new stages of its progress, new developments of its plan."
librispeech_11_noise0.0200,librispeech_11,adversarial,0.0,0.0,"And so the story of Mormonism runs on. Its finale has not yet been written. The current press presents continuously new stages of its progress, new developments of its plan.","And so the story of Mormonism runs on. Its finale has not yet been written. The current press presents continuously new stages of its progress, new developments of its plan."
librispeech_11_noise0.0500,librispeech_11,adversarial,0.1,10.0,"And so the story of Mormonism runs on. Its finale has not yet been written. The current press presents continuously new stages of its progress, new developments of its plan.","And so the story of Romanism runs on. Its finale has not yet been finished. The current press presents continuously new stages of its progress, new developments of its play."
librispeech_12_noise0.0050,librispeech_12,adversarial,0.16666666666666666,16.666666666666664,"Before this travesty on the administration of law could be brought before the court of last resort, and they're met with the reversal and rebuke it deserved, men were imprisoned under sentence of many years' duration.",Before this travesty on the administration of law could be brought before the court of last resort and They're met with the reversal and rebuke it deserved Men were imprisoned under sentence of many years duration
librispeech_12_noise0.0100,librispeech_12,adversarial,0.16666666666666666,16.666666666666664,"Before this travesty on the administration of law could be brought before the court of last resort, and they're met with the reversal and rebuke it deserved, men were imprisoned under sentence of many years' duration.",Before this travesty on the administration of law could be brought before the court of last resort and They're met with the reversal and rebuke it deserved Men were imprisoned under sentence of many years duration
librispeech_12_noise0.0200,librispeech_12,adversarial,0.1388888888888889,13.88888888888889,"Before this travesty on the administration of law could be brought before the court of last resort, and they're met with the reversal and rebuke it deserved, men were imprisoned under sentence of many years' duration.","Before this travesty on the administration of law could be fought before the Court of Last Resort, and they're met with the reversal and refute it deserved, men were imprisoned under sentence of many years' duration."
librispeech_12_noise0.0500,librispeech_12,adversarial,0.3055555555555556,30.555555555555557,"Before this travesty on the administration of law could be brought before the court of last resort, and they're met with the reversal and rebuke it deserved, men were imprisoned under sentence of many years' duration.","The oldest cabisky of the administration of law could be thought before the court of last resort, and they met with the reversal of the view that deserved, then were imprisoned under sentence of many years' duration."
librispeech_13_noise0.0050,librispeech_13,adversarial,0.03225806451612903,3.225806451612903,"What the Latter-day Saints call celestial marriage is characteristic of the church and is in very general practice. But of celestial marriage, plurality of wives was an incident, never an essential.","What the Latter-day Saints call celestial marriage is characteristic of the church and is in very general practice. But of celestial marriage, plurality of wives was an incident never an essential."
librispeech_13_noise0.0100,librispeech_13,adversarial,0.0,0.0,"What the Latter-day Saints call celestial marriage is characteristic of the church and is in very general practice. But of celestial marriage, plurality of wives was an incident, never an essential.","What the Latter-day Saints call celestial marriage is characteristic of the church and is in very general practice. But of celestial marriage, plurality of wives was an incident, never an essential."
librispeech_13_noise0.0200,librispeech_13,adversarial,0.16129032258064516,16.129032258064516,"What the Latter-day Saints call celestial marriage is characteristic of the church and is in very general practice. But of celestial marriage, plurality of wives was an incident, never an essential.","But the latter day Saints call celestial marriage this characteristic of the church and is in very general practice. But of celestial marriage, plurality of wives was an incident never an essential."
librispeech_13_noise0.0500,librispeech_13,adversarial,0.16129032258064516,16.129032258064516,"What the Latter-day Saints call celestial marriage is characteristic of the church and is in very general practice. But of celestial marriage, plurality of wives was an incident, never an essential.","What the Latter-day Saints call celestial marriage, is characteristic of the Church, and is in very general practice. But of celestial marriage, morality of wives was an incident never essential."
librispeech_14_noise0.0050,librispeech_14,adversarial,0.06060606060606061,6.0606060606060606,Federal judges and United States attorneys in Utah who were not Mormons nor lovers of Mormonism refused to entertain complaints or prosecute cases under the law because of its manifest injustice and inadequacy.,Federal judges and United States attorneys in Utah who are not Mormons nor lovers of Mormonism refuse to entertain complaints or prosecute cases under the law because of its manifest injustice and inadequacy.
librispeech_14_noise0.0100,librispeech_14,adversarial,0.06060606060606061,6.0606060606060606,Federal judges and United States attorneys in Utah who were not Mormons nor lovers of Mormonism refused to entertain complaints or prosecute cases under the law because of its manifest injustice and inadequacy.,Federal judges and United States attorneys in Utah who are not Mormons nor lovers of Mormonism refuse to entertain complaints or prosecute cases under the law because of its manifest injustice and inadequacy.
librispeech_14_noise0.0200,librispeech_14,adversarial,0.12121212121212122,12.121212121212121,Federal judges and United States attorneys in Utah who were not Mormons nor lovers of Mormonism refused to entertain complaints or prosecute cases under the law because of its manifest injustice and inadequacy.,Federal judges and United States attorneys in Utah who are not Mormons nor lovers of Mormonism refuse to entertain complaints or prosecute cases under the law because of its manifest injustice and kinetic received.
librispeech_14_noise0.0500,librispeech_14,adversarial,0.42424242424242425,42.42424242424242,Federal judges and United States attorneys in Utah who were not Mormons nor lovers of Mormonism refused to entertain complaints or prosecute cases under the law because of its manifest injustice and inadequacy.,"Federal judges in the United States are turning to Utah who are not warm-wigs or lovers of womanism, cookies to entertain complaints, or classic-wut cases under the law because of its manifest injustice and genetic disease."
librispeech_15_noise0.0050,librispeech_15,adversarial,0.2,20.0,"At the inception of Pearl Marriage among the Latter-day Saints, there was no law, national, or state against its practice.","At the inception of plural marriage among the latter days Saints, there was no law, national, or state against its practice."
librispeech_15_noise0.0100,librispeech_15,adversarial,0.15,15.0,"At the inception of Pearl Marriage among the Latter-day Saints, there was no law, national, or state against its practice.","At the inception of plural marriage among the latter-day Saints, there was no law, national, or state against its practice."
librispeech_15_noise0.0200,librispeech_15,adversarial,0.2,20.0,"At the inception of Pearl Marriage among the Latter-day Saints, there was no law, national, or state against its practice.","At the inception of plural marriage among the latter-day sites, there was no law, national, or state against its practice."
librispeech_15_noise0.0500,librispeech_15,adversarial,0.3,30.0,"At the inception of Pearl Marriage among the Latter-day Saints, there was no law, national, or state against its practice.","At the inception of plural marriage among the latter days since, there was no law, national or state against its practice."
librispeech_16_noise0.0050,librispeech_16,adversarial,0.0,0.0,"They knew no north, no south, no east, no west. They stood positively by the Constitution, and would have nothing to do in the bloody strife between brothers. Unless indeed they were summoned by the authority to which they had already once lawfully responded, the furnishment and arms for the country's need.","They knew no north, no south, no east, no west. They stood positively by the Constitution, and would have nothing to do in the bloody strife between brothers. Unless indeed they were summoned by the authority to which they had already once lawfully responded, the furnishment and arms for the country's need."
librispeech_16_noise0.0100,librispeech_16,adversarial,0.0,0.0,"They knew no north, no south, no east, no west. They stood positively by the Constitution, and would have nothing to do in the bloody strife between brothers. Unless indeed they were summoned by the authority to which they had already once lawfully responded, the furnishment and arms for the country's need.","They knew no north, no south, no east, no west. They stood positively by the Constitution, and would have nothing to do in the bloody strife between brothers. Unless indeed they were summoned by the authority to which they had already once lawfully responded, the furnishment and arms for the country's need."
librispeech_16_noise0.0200,librispeech_16,adversarial,0.038461538461538464,3.8461538461538463,"They knew no north, no south, no east, no west. They stood positively by the Constitution, and would have nothing to do in the bloody strife between brothers. Unless indeed they were summoned by the authority to which they had already once lawfully responded, the furnishment and arms for the country's need.","They knew no north, no south, no east, no west. They stood positively by the Constitution, and would have nothing to do in the bloody strike between brothers. Unless indeed they were summoned by the authority to which they had already once loyally responded, the furnishment and arms for the country's need."
librispeech_16_noise0.0500,librispeech_16,adversarial,0.3269230769230769,32.69230769230769,"They knew no north, no south, no east, no west. They stood positively by the Constitution, and would have nothing to do in the bloody strife between brothers. Unless indeed they were summoned by the authority to which they had already once lawfully responded, the furnishment and arms for the country's need.","They knew the North and South will be snow-west, based on positively by the Constitution, and would have nothing to do with the bloody strike between the brothers. Unless and be they were summoned by the authority to which they had already once watered their responded, the furnishment and arms for the country's need."
librispeech_17_noise0.0050,librispeech_17,adversarial,0.2,20.0,Already in North and South were talked of. Why not set up also a West?,Already in North and South we're talkative. Why not set up also a West?
librispeech_17_noise0.0100,librispeech_17,adversarial,0.26666666666666666,26.666666666666668,Already in North and South were talked of. Why not set up also a West?,Already in north and south we're talked of. Why not set up also a west?
librispeech_17_noise0.0200,librispeech_17,adversarial,0.6,60.0,Already in North and South were talked of. Why not set up also a West?,"already in north of the south portokto, why not set up also a west?"
librispeech_17_noise0.0500,librispeech_17,adversarial,0.8,80.0,Already in North and South were talked of. Why not set up also a West?,Already in north of the south we're talking about. We're not set up off to the west.
librispeech_18_noise0.0050,librispeech_18,adversarial,0.05714285714285714,5.714285714285714,making their way across the river. Most of the refugees found shelter among the more hospitable people of Clay County and afterward established themselves in Caldwell County. They were in the city of Far West.,"making their way across the river, most of the refugees found shelter among the more hospitable people of Clay County and afterward established themselves in Caldwell County. They were in the city of Far West."
librispeech_18_noise0.0100,librispeech_18,adversarial,0.08571428571428572,8.571428571428571,making their way across the river. Most of the refugees found shelter among the more hospitable people of Clay County and afterward established themselves in Caldwell County. They were in the city of Far West.,"Making their way across the river, most of the refugees found shelter among the more hospitable people of Clay County and afterward established themselves in Caldwell County. They were in the city of Far West."
librispeech_18_noise0.0200,librispeech_18,adversarial,0.17142857142857143,17.142857142857142,making their way across the river. Most of the refugees found shelter among the more hospitable people of Clay County and afterward established themselves in Caldwell County. They were in the city of Far West.,"Making their way across the river, most of the refugees found shelter among the more hospitable people of Clay County, and afterward established themselves in Caldwell County. They ran down the city of Far West."
librispeech_18_noise0.0500,librispeech_18,adversarial,0.5428571428571428,54.285714285714285,making their way across the river. Most of the refugees found shelter among the more hospitable people of Clay County and afterward established themselves in Caldwell County. They were in the city of Far West.,"Making them way across the river, we'll see the refugees count shelter among the more hospitable people of Playcount. Then after we establish themselves in Cold Well Count, they rent down into city of Fort West."
librispeech_19_noise0.0050,librispeech_19,adversarial,0.125,12.5,"American schoolboys read with emotions of horror, of the Alba Jinses, driven, beaten, and killed, with a papal legate directing the butchery. And of the Faudoir, hunted and hounded like beasts, as the effect of a royal decree. And they yet shall read in the history of their own country, of scenes as terrible as these, in the exhibition of injustice and inhuman hate.","American schoolboys read with emotions of horror of the Alba Jinses driven, beaten and killed with a papal legate directing the butchery. And of the Thodua hunted and hounded like beasts as the effect of a royal decree. And they yet shall read in the history of their own country of scenes as terrible as these in the exhibition of injustice and inhuman hate."
librispeech_19_noise0.0100,librispeech_19,adversarial,0.125,12.5,"American schoolboys read with emotions of horror, of the Alba Jinses, driven, beaten, and killed, with a papal legate directing the butchery. And of the Faudoir, hunted and hounded like beasts, as the effect of a royal decree. And they yet shall read in the history of their own country, of scenes as terrible as these, in the exhibition of injustice and inhuman hate.","American schoolboys read with emotions of horror of the Almud Jensus, driven, beaten, and killed with a papal legate directing the butchery. And of the Tholdois hunted and hounded like beasts as the effect of a royal decree. And they yet shall read in the history of their own country of scenes as terrible as these in the exhibition of injustice and inhuman hate."
librispeech_19_noise0.0200,librispeech_19,adversarial,0.140625,14.0625,"American schoolboys read with emotions of horror, of the Alba Jinses, driven, beaten, and killed, with a papal legate directing the butchery. And of the Faudoir, hunted and hounded like beasts, as the effect of a royal decree. And they yet shall read in the history of their own country, of scenes as terrible as these, in the exhibition of injustice and inhuman hate.","American schoolboys read with emotions of horror of the Alba Jensus, driven, beaten, and killed with a papal legate directing the Putri, and of the Haudoi, hunted and hounded like beasts, as the effect of a royal decree. And they yet shall read in the history of their own country, of scenes as terrible as these in the exhibition of injustice and indian and hate."
librispeech_19_noise0.0500,librispeech_19,adversarial,0.28125,28.125,"American schoolboys read with emotions of horror, of the Alba Jinses, driven, beaten, and killed, with a papal legate directing the butchery. And of the Faudoir, hunted and hounded like beasts, as the effect of a royal decree. And they yet shall read in the history of their own country, of scenes as terrible as these, in the exhibition of injustice and inhuman hate.","American schoolboys agreed with the emotions of war of the Albejinses given Beaton and Kill with a papal legate directed to the tree. End of the Hildwa, hunted and hounded like beef, has the effect of a wild decree. And they yet shall meet in the history of their own country, of scenes as terrible as these, in the exhibition of injustice and hate."
librispeech_1_noise0.0050,librispeech_1,adversarial,0.08771929824561403,8.771929824561402,"This meant that for an alleged misdemeanor, for which Congress prescribed a maximum penalty of six months imprisonment and a fine of $300. A man might be imprisoned for life, eye for many terms of a man's natural life, did the courts power to enforce its sentences extent so far, and might be fined millions of dollars.","This meant that for an alleged misdemeanor, for which Congress prescribed a maximum penalty of six months imprisonment and a fine of $300, a man might be imprisoned for life, eye for many terms of a man's natural life, did the court's power to enforce its sentences extend so far and might be fined millions of dollars."
librispeech_1_noise0.0100,librispeech_1,adversarial,0.14035087719298245,14.035087719298245,"This meant that for an alleged misdemeanor, for which Congress prescribed a maximum penalty of six months imprisonment and a fine of $300. A man might be imprisoned for life, eye for many terms of a man's natural life, did the courts power to enforce its sentences extent so far, and might be fined millions of dollars.","This meant that for an alleged misdemeanor, for which Congress prescribed a maximum penalty of six months imprisonment in a fine of $300, a man might be imprisoned for life. I, for many terms of a man's natural life, did the court's power to enforce its sentences extend so far and might be fined millions of dollars."
librispeech_1_noise0.0200,librispeech_1,adversarial,0.07017543859649122,7.017543859649122,"This meant that for an alleged misdemeanor, for which Congress prescribed a maximum penalty of six months imprisonment and a fine of $300. A man might be imprisoned for life, eye for many terms of a man's natural life, did the courts power to enforce its sentences extent so far, and might be fined millions of dollars.","This meant that for an alleged misdemeanor, for which Congress prescribed a maximum penalty of six months imprisonment and a fine of $300, a man might be imprisoned for life, eye for many terms of a man's natural life, did the Court's power to enforce its sentences extent so far and might be fined millions of dollars."
librispeech_1_noise0.0500,librispeech_1,adversarial,0.15789473684210525,15.789473684210526,"This meant that for an alleged misdemeanor, for which Congress prescribed a maximum penalty of six months imprisonment and a fine of $300. A man might be imprisoned for life, eye for many terms of a man's natural life, did the courts power to enforce its sentences extent so far, and might be fined millions of dollars.","This meant that for an alleged Mr. Meater, for which Congress prescribed a maximum penalty of six months imprisonment and a fine of $300. A man might be imprisoned for life, eye for many terms of an international life, that be courts powered to enforce its sentences as extent so far, and might be fined millions of dollars."
librispeech_20_noise0.0050,librispeech_20,adversarial,0.0,0.0,"Soon thousands of converts had rented or purchased homes in Missouri, Independence, Jackson County, being their center. But from the first, they were unpopular among the Missourians.","Soon thousands of converts had rented or purchased homes in Missouri, Independence, Jackson County, being their center. But from the first, they were unpopular among the Missourians."
librispeech_20_noise0.0100,librispeech_20,adversarial,0.037037037037037035,3.7037037037037033,"Soon thousands of converts had rented or purchased homes in Missouri, Independence, Jackson County, being their center. But from the first, they were unpopular among the Missourians.","Soon thousands of converts had rented or purchased homes in Missouri, Independence, Jackson County, being their center. But from the first, they were unpopular among the Missyrians."
librispeech_20_noise0.0200,librispeech_20,adversarial,0.07407407407407407,7.4074074074074066,"Soon thousands of converts had rented or purchased homes in Missouri, Independence, Jackson County, being their center. But from the first, they were unpopular among the Missourians.","Soon thousands of converts had rented or purchased homes in Missouri, independence Jackson County being their center. But from the first, they were unpopular among the Missourians."
librispeech_20_noise0.0500,librispeech_20,adversarial,0.5555555555555556,55.55555555555556,"Soon thousands of converts had rented or purchased homes in Missouri, Independence, Jackson County, being their center. But from the first, they were unpopular among the Missourians.","seeing thousands of plumbers headlamp to a purchased home to Missouri in Dependent Jackson County in their center. From the first, they were unpopular among the Missouriians."
librispeech_2_noise0.0050,librispeech_2,adversarial,0.058823529411764705,5.88235294117647,"In 1862, a law was enacted with the purpose of suppressing plural marriage, and as had been predicted in the National Senate prior to its passage, it lay for many years at dead letter.","In 1862, a law was enacted with a purpose of suppressing plural marriage, and, as had been predicted in the National Senate prior to its passage, it lay for many years at dead letter."
librispeech_2_noise0.0100,librispeech_2,adversarial,0.11764705882352941,11.76470588235294,"In 1862, a law was enacted with the purpose of suppressing plural marriage, and as had been predicted in the National Senate prior to its passage, it lay for many years at dead letter.","In 1862, a lot was enacted with the purpose of suppressing rural marriage, and, as had been predicted, in the National Senate prior to its passage, it lay for many years at dead letter."
librispeech_2_noise0.0200,librispeech_2,adversarial,0.2647058823529412,26.47058823529412,"In 1862, a law was enacted with the purpose of suppressing plural marriage, and as had been predicted in the National Senate prior to its passage, it lay for many years at dead letter.","In 1862, a lot was enacted with the purpose of suppressing rural marriage, and has been predicted in the National Senate prior to its passage, headlight for many years at the Ed Letter."
librispeech_2_noise0.0500,librispeech_2,adversarial,0.3235294117647059,32.35294117647059,"In 1862, a law was enacted with the purpose of suppressing plural marriage, and as had been predicted in the National Senate prior to its passage, it lay for many years at dead letter.","In 1862, a lot was enacted in the purpose of suppressing moral marriage, and has been predicted in the National Senate clericates passage, and laid for many years at that letter."
librispeech_3_noise0.0050,librispeech_3,adversarial,0.0,0.0,but a word further concerning the expedition in general.,but a word further concerning the expedition in general.
librispeech_3_noise0.0100,librispeech_3,adversarial,0.0,0.0,but a word further concerning the expedition in general.,but a word further concerning the expedition in general.
librispeech_3_noise0.0200,librispeech_3,adversarial,0.0,0.0,but a word further concerning the expedition in general.,but a word further concerning the expedition in general.
librispeech_3_noise0.0500,librispeech_3,adversarial,0.5555555555555556,55.55555555555556,but a word further concerning the expedition in general.,but it worked further concerning the expedition of the General.
librispeech_4_noise0.0050,librispeech_4,adversarial,0.023255813953488372,2.3255813953488373,"It was through Floyd's advice that Buchanan ordered the military expedition to Utah, ostensibly, to install certain federal officials and to repress an alleged infantile rebellion, which in fact had never come into existence, but in reality to further the interests of the","It was through Floyd's advice that Buchanan ordered the military expedition to Utah, ostensibly, to install certain federal officials and to repress an alleged infantile rebellion, which in fact had never come into existence, but in reality to further the interests of the sessionists."
librispeech_4_noise0.0100,librispeech_4,adversarial,0.0,0.0,"It was through Floyd's advice that Buchanan ordered the military expedition to Utah, ostensibly, to install certain federal officials and to repress an alleged infantile rebellion, which in fact had never come into existence, but in reality to further the interests of the","It was through Floyd's advice that Buchanan ordered the military expedition to Utah, ostensibly, to install certain federal officials and to repress an alleged infantile rebellion, which in fact had never come into existence, but in reality to further the interests of the"
librispeech_4_noise0.0200,librispeech_4,adversarial,0.023255813953488372,2.3255813953488373,"It was through Floyd's advice that Buchanan ordered the military expedition to Utah, ostensibly, to install certain federal officials and to repress an alleged infantile rebellion, which in fact had never come into existence, but in reality to further the interests of the","It was through Floyd's advice that Buchanan ordered the military expedition to Utah, ostensibly, to install certain federal officials and to repress an alleged infantile rebellion, which in fact had never come into existence, but in reality, to further the interests of the"
librispeech_4_noise0.0500,librispeech_4,adversarial,0.3488372093023256,34.883720930232556,"It was through Floyd's advice that Buchanan ordered the military expedition to Utah, ostensibly, to install certain federal officials and to repress an alleged infantile rebellion, which in fact had never come into existence, but in reality to further the interests of the","It was due to Floyd's advice that he can't afford the military expedition to Utah. Ostensibly, to install certain federal officials into the press and alleged infantile rebellion, which in fact had never come into existence, but in reality, it deferred the interests of the secessionists."
librispeech_5_noise0.0050,librispeech_5,adversarial,0.0,0.0,"The people contested these measures one by one in the courts, presenting in case after case the different phases of the subject and urging the unconstitutionality of the measure.","The people contested these measures one by one in the courts, presenting in case after case the different phases of the subject and urging the unconstitutionality of the measure."
librispeech_5_noise0.0100,librispeech_5,adversarial,0.034482758620689655,3.4482758620689653,"The people contested these measures one by one in the courts, presenting in case after case the different phases of the subject and urging the unconstitutionality of the measure.","that people contested these measures one by one in the courts, presenting in case after case the different phases of the subject and urging the unconstitutionality of the measure."
librispeech_5_noise0.0200,librispeech_5,adversarial,0.0,0.0,"The people contested these measures one by one in the courts, presenting in case after case the different phases of the subject and urging the unconstitutionality of the measure.","The people contested these measures one by one in the courts, presenting in case after case the different phases of the subject and urging the unconstitutionality of the measure."
librispeech_5_noise0.0500,librispeech_5,adversarial,0.13793103448275862,13.793103448275861,"The people contested these measures one by one in the courts, presenting in case after case the different phases of the subject and urging the unconstitutionality of the measure.","The people contested these measures one by one in the courts, presenting them face after face, the different phases of the subject, and urging the unconstitutionality of the measure."
